edad,genero,zona,tipo_empleo,antiguedad,ingresos,score_crediticio,pagos_previos,creditos_previos,monto_credito,plazo_meses,destino_credito,tipo_garantia,valor_garantia,precio_soya,precio_vino,uso_productos,default_12m
29,F,Urbana,Dependiente,17,3994.18,596.0,1,9,21328,60,Consumo,Ninguna,15816.4,383.59,41.89,4,0
56,F,Urbana,Dependiente,24,4186.12,757.0,4,4,1209,36,Consumo,Ninguna,408.67,460.37,51.32,0,0
19,F,Urbana,Comerciante,6,4900.63,663.0,4,5,10800,36,Comercial,Ninguna,5321.39,419.78,36.19,0,0
20,F,Urbana,Independiente,15,3971.43,693.0,2,6,66749,36,Comercial,Vehiculo,51830.01,370.94,42.85,3,0
66,F,Urbana,Independiente,5,6463.73,700.0,5,2,88817,48,Comercial,Vehiculo,65515.47,449.6,33.67,0,1
54,F,Urbana,Dependiente,15,1772.96,621.0,4,3,29007,12,Comercial,Vehiculo,18407.81,450.87,49.55,3,0
66,F,Urbana,Independiente,15,6186.33,711.0,5,0,39550,36,Comercial,Inmueble,22795.49,450.73,57.44,3,0
34,F,Rural,Agricola,22,3910.39,548.0,1,6,129396,36,Comercial,Vehiculo,155113.05,409.44,44.56,0,0
66,F,Urbana,Independiente,23,4197.87,482.0,2,9,66839,36,Consumo,Inmueble,43676.59,413.28,43.25,3,1
19,M,Urbana,Agricola,27,4484.62,713.0,1,1,122964,24,Comercial,Vehiculo,141144.52,423.44,58.71,1,0
19,F,Urbana,Comerciante,0,5629.03,774.0,1,6,91094,24,Agricola,Ninguna,67623.64,455.03,51.76,1,0
45,M,Rural,Comerciante,23,3091.53,634.0,2,5,51012,6,Consumo,Ninguna,64396.28,406.13,62.28,3,0
40,F,Rural,Agricola,18,3449.03,629.0,5,3,72495,12,Comercial,Vehiculo,36296.8,401.14,48.96,1,1
54,F,Rural,Dependiente,2,5300.9,738.0,1,1,98489,36,Comercial,Inmueble,48173.4,437.39,49.36,4,0
49,M,Urbana,Independiente,5,1782.91,678.0,0,6,101681,6,Comercial,Ninguna,113436.01,450.23,56.67,2,0
50,F,Urbana,Independiente,3,4445.33,629.0,5,6,27326,60,Agricola,Inmueble,38198.97,418.68,47.11,1,0
18,M,Urbana,Agricola,3,3223.63,707.0,4,4,131194,6,Consumo,Vehiculo,61869.0,436.76,49.48,0,0
36,M,Urbana,Agricola,3,2886.83,681.0,2,8,86331,60,Comercial,Ninguna,33534.89,422.81,33.47,1,1
19,M,Rural,Agricola,9,1878.46,568.0,2,2,54811,60,Consumo,Vehiculo,77917.38,413.72,58.43,4,0
61,F,Urbana,Agricola,8,5735.68,670.0,5,8,54537,12,Comercial,Vehiculo,24039.49,399.27,50.35,4,0
43,F,Rural,Dependiente,7,4754.12,696.0,0,4,58829,24,Consumo,Ninguna,35323.3,391.15,47.36,4,0
49,F,Urbana,Dependiente,18,3424.35,632.0,0,1,10552,12,Comercial,Vehiculo,14935.23,404.63,53.44,1,0
23,M,Rural,Dependiente,16,4236.71,763.0,0,8,16485,6,Comercial,Inmueble,20828.82,395.6,40.91,2,0
49,M,Urbana,Comerciante,16,2751.39,723.0,0,0,78505,60,Consumo,Vehiculo,55841.34,427.09,44.69,0,0
21,F,Urbana,Agricola,0,3642.1,655.0,3,0,51984,12,Comercial,Ninguna,75139.4,450.44,51.32,2,1
28,F,Urbana,Agricola,19,4182.65,692.0,2,6,139677,24,Comercial,Inmueble,137115.07,425.1,48.26,1,0
34,F,Urbana,Agricola,13,4602.32,646.0,1,2,100603,6,Agricola,Ninguna,38902.97,396.98,50.68,2,0
55,F,Urbana,Agricola,21,5127.3,660.0,2,7,82389,12,Comercial,Ninguna,94226.67,441.38,49.5,3,0
41,F,Rural,Comerciante,19,1610.64,663.0,2,6,125142,36,Consumo,Vehiculo,118225.76,427.42,51.78,0,0
22,M,Urbana,Agricola,26,5132.28,521.0,2,6,45865,36,Consumo,Inmueble,45273.6,432.37,40.08,3,0
69,M,Urbana,Independiente,10,1739.21,682.0,0,0,63811,12,Comercial,Vehiculo,95265.04,407.02,55.67,3,0
51,M,Urbana,Agricola,2,5190.45,709.0,0,0,9337,12,Consumo,Vehiculo,4509.93,448.33,45.1,2,0
23,F,Urbana,Dependiente,23,4158.7,850.0,3,1,78670,60,Comercial,Inmueble,85605.16,448.21,48.35,3,1
39,M,Rural,Agricola,29,6246.34,720.0,5,1,133911,60,Comercial,Inmueble,113889.87,415.4,44.4,0,1
28,M,Rural,Independiente,7,3420.84,621.0,2,4,54102,24,Comercial,Ninguna,33882.55,437.96,46.28,3,0
65,M,Rural,Dependiente,21,5749.34,532.0,4,8,18702,6,Comercial,Inmueble,21175.41,447.54,49.37,1,0
33,M,Rural,Agricola,24,2632.17,585.0,5,6,17359,12,Comercial,Inmueble,19127.11,408.37,52.41,0,0
50,M,Rural,Independiente,27,4669.42,635.0,3,1,89038,6,Comercial,Ninguna,118224.13,417.97,53.41,1,0
26,F,Urbana,Comerciante,9,1239.2,637.0,0,4,33514,36,Consumo,Vehiculo,45399.51,421.99,50.6,1,0
23,M,Rural,Dependiente,16,5912.9,659.0,2,4,135012,6,Agricola,Inmueble,131526.44,392.55,44.43,4,0
33,F,Urbana,Independiente,28,7263.0,644.0,0,7,24953,48,Agricola,Ninguna,17234.71,431.04,50.22,4,0
46,F,Urbana,Independiente,7,3382.84,659.0,5,8,39226,24,Agricola,Ninguna,36695.79,445.56,49.44,1,0
20,F,Urbana,Dependiente,21,4696.21,642.0,1,7,3052,24,Comercial,Inmueble,2231.34,416.4,48.35,3,0
37,F,Rural,Independiente,0,5210.14,682.0,0,1,138377,6,Comercial,Inmueble,87568.74,428.5,51.21,1,1
53,F,Rural,Dependiente,19,2019.59,599.0,0,3,140479,24,Agricola,Ninguna,135125.41,454.96,40.35,1,0
36,M,Urbana,Dependiente,20,3301.43,567.0,3,1,1785,6,Comercial,Vehiculo,1944.8,409.87,35.84,4,0
43,M,Rural,Dependiente,6,3202.38,659.0,1,5,123026,6,Comercial,Vehiculo,124094.55,429.01,55.14,2,1
20,F,Rural,Dependiente,23,8351.3,719.0,5,3,146344,36,Consumo,Vehiculo,211511.48,405.75,47.21,2,1
36,F,Urbana,Agricola,8,6173.28,579.0,4,6,11491,6,Consumo,Inmueble,7565.25,405.07,50.5,2,1
37,F,Urbana,Dependiente,27,4152.67,628.0,4,1,78480,24,Comercial,Vehiculo,58609.65,428.55,42.79,1,0
49,M,Rural,Independiente,11,5746.47,667.0,4,8,135181,48,Agricola,Vehiculo,148857.45,426.03,55.57,1,0
24,F,Urbana,Agricola,21,4838.0,665.0,2,4,144587,12,Agricola,Inmueble,147540.96,433.88,50.1,3,0
69,M,Urbana,Independiente,25,5448.86,748.0,4,0,121741,24,Consumo,Ninguna,36794.52,421.9,46.92,4,0
58,F,Urbana,Comerciante,8,2814.38,765.0,2,2,73981,48,Comercial,Ninguna,49918.13,431.63,49.71,1,0
50,M,Urbana,Agricola,19,6697.4,700.0,5,3,34052,24,Agricola,Vehiculo,20584.92,461.64,37.55,0,0
57,F,Rural,Agricola,23,3271.62,789.0,5,2,45541,48,Comercial,Vehiculo,59562.98,446.5,50.24,0,0
56,M,Urbana,Dependiente,2,3354.44,647.0,0,5,130672,24,Consumo,Ninguna,175034.94,428.46,56.92,4,0
35,F,Rural,Agricola,3,5444.36,756.0,4,5,134485,12,Comercial,Vehiculo,86160.74,432.62,49.89,0,0
57,M,Rural,Agricola,9,5053.22,625.0,3,9,141391,36,Comercial,Vehiculo,59735.63,412.53,49.12,0,0
18,M,Rural,Dependiente,3,4537.05,707.0,5,6,72871,36,Agricola,Inmueble,39805.23,416.02,46.1,4,0
28,M,Urbana,Dependiente,21,5843.36,738.0,1,8,50795,12,Comercial,Ninguna,26001.05,432.31,54.5,1,0
45,M,Urbana,Dependiente,8,2642.31,685.0,1,9,122999,24,Consumo,Vehiculo,71944.87,422.19,55.39,1,0
42,M,Urbana,Agricola,21,7450.97,593.0,5,8,65394,48,Consumo,Ninguna,38031.44,439.83,45.41,3,0
67,M,Urbana,Independiente,0,3698.95,529.0,0,6,93890,6,Consumo,Vehiculo,82229.46,451.68,50.15,1,1
40,M,Rural,Agricola,4,4358.54,730.0,1,0,109541,24,Comercial,Vehiculo,74878.9,417.46,49.39,0,0
48,F,Urbana,Dependiente,8,7475.72,655.0,1,2,103241,12,Comercial,Inmueble,100328.17,369.77,50.41,0,0
47,F,Urbana,Agricola,4,3364.9,662.0,0,4,71343,60,Comercial,Ninguna,50864.82,470.85,43.36,3,1
59,F,Urbana,Dependiente,5,6136.87,815.0,0,9,147022,36,Agricola,Vehiculo,187837.12,403.69,54.86,4,0
52,F,Rural,Dependiente,18,4157.08,595.0,0,5,72872,36,Consumo,Ninguna,105004.98,424.88,51.39,0,0
24,F,Rural,Independiente,7,3153.06,747.0,3,5,138596,24,Comercial,Vehiculo,108756.58,438.19,55.21,1,0
33,M,Urbana,Dependiente,9,3886.02,614.0,0,4,39490,48,Comercial,Inmueble,14191.21,455.22,41.31,1,0
43,M,Rural,Dependiente,10,5406.05,664.0,0,5,51220,12,Consumo,Inmueble,30091.44,465.15,41.66,1,0
65,M,Urbana,Dependiente,12,6122.83,582.0,0,8,16265,12,Consumo,Vehiculo,6867.57,410.9,60.36,0,0
69,M,Urbana,Independiente,19,4860.97,613.0,5,0,94759,48,Comercial,Inmueble,67631.08,449.74,54.88,2,0
66,M,Rural,Comerciante,3,1943.29,717.0,4,0,30830,48,Agricola,Ninguna,33115.65,424.95,43.11,0,0
19,F,Urbana,Agricola,10,5516.85,796.0,5,8,80138,24,Comercial,Ninguna,73942.49,488.58,53.21,0,1
18,F,Rural,Independiente,11,4272.59,718.0,4,7,142589,24,Consumo,Inmueble,84334.38,447.51,45.21,2,0
65,F,Urbana,Dependiente,4,2736.03,708.0,3,8,140167,60,Comercial,Ninguna,171103.38,415.56,37.81,2,0
29,F,Urbana,Independiente,29,5054.23,850.0,3,6,48385,36,Consumo,Ninguna,22149.53,400.17,35.4,1,0
22,M,Rural,Agricola,9,6314.14,730.0,1,9,51295,36,Agricola,Vehiculo,29434.88,354.34,47.87,1,1
54,M,Urbana,Dependiente,24,4510.75,596.0,5,5,23277,48,Comercial,Vehiculo,25866.72,436.87,57.36,1,0
49,M,Rural,Dependiente,28,5977.33,529.0,4,8,90261,6,Comercial,Ninguna,48441.39,445.21,57.13,0,0
26,F,Rural,Dependiente,23,5239.83,714.0,3,1,97714,6,Comercial,Inmueble,108903.74,438.64,55.56,4,1
58,M,Urbana,Agricola,6,5260.49,553.0,3,3,102048,6,Consumo,Vehiculo,150248.29,361.16,52.98,3,0
52,F,Urbana,Dependiente,20,4011.22,590.0,5,1,54822,12,Comercial,Vehiculo,71138.34,388.55,49.9,4,1
36,M,Urbana,Agricola,8,5809.91,707.0,1,5,2920,24,Agricola,Ninguna,1436.68,432.02,54.91,2,0
65,M,Urbana,Dependiente,8,5962.69,774.0,0,0,141948,48,Comercial,Vehiculo,131244.85,464.64,35.93,0,0
33,F,Urbana,Dependiente,9,5768.27,654.0,2,6,138491,36,Consumo,Inmueble,111732.58,418.61,53.94,0,0
20,M,Urbana,Independiente,9,3997.94,571.0,1,6,10160,6,Comercial,Inmueble,15138.43,447.29,41.27,3,0
37,M,Urbana,Independiente,1,6076.13,667.0,2,6,32706,36,Consumo,Inmueble,47661.83,394.14,42.52,4,0
41,F,Urbana,Dependiente,3,5118.1,656.0,1,3,39698,24,Agricola,Vehiculo,17964.71,425.18,52.18,2,0
50,M,Rural,Dependiente,7,2944.28,691.0,1,7,23879,60,Comercial,Inmueble,33203.2,413.13,53.57,3,0
41,F,Rural,Dependiente,28,3889.61,572.0,0,4,79570,60,Agricola,Ninguna,42339.36,449.69,44.34,0,0
69,M,Rural,Dependiente,13,3651.35,605.0,3,1,4884,48,Agricola,Ninguna,3337.44,406.5,51.88,3,0
28,M,Urbana,Dependiente,16,1319.36,772.0,4,4,100036,6,Comercial,Inmueble,72435.02,461.93,51.38,1,0
66,M,Rural,Comerciante,12,6105.46,749.0,1,9,32803,6,Consumo,Ninguna,21131.25,412.31,46.14,4,0
25,M,Urbana,Independiente,20,9461.9,785.0,0,8,21236,60,Agricola,Ninguna,28114.18,393.25,48.92,2,0
53,M,Rural,Independiente,23,6433.36,513.0,2,9,103003,48,Agricola,Inmueble,71681.73,394.09,60.49,1,0
55,M,Rural,Dependiente,17,4760.57,600.0,5,0,71717,36,Comercial,Inmueble,91803.94,404.44,46.31,4,0
57,M,Urbana,Dependiente,17,3674.69,769.0,5,1,123001,24,Comercial,Ninguna,183671.51,429.26,46.52,1,0
37,M,Urbana,Dependiente,12,3019.87,733.0,3,9,19484,60,Consumo,Inmueble,25502.88,404.75,48.9,3,0
52,F,Rural,Independiente,7,4741.03,717.0,5,7,109388,60,Consumo,Inmueble,78253.06,399.49,46.9,2,1
65,F,Rural,Independiente,25,6049.29,647.0,1,4,14280,24,Agricola,Inmueble,16472.02,442.25,52.74,3,0
42,M,Rural,Dependiente,11,3420.67,624.0,2,8,3754,24,Comercial,Vehiculo,3531.42,339.72,56.82,3,0
52,M,Urbana,Agricola,24,8602.82,683.0,1,5,51258,60,Comercial,Inmueble,63755.79,409.25,46.52,4,0
42,F,Urbana,Independiente,22,2285.61,640.0,5,7,44386,36,Comercial,Inmueble,21470.26,386.64,42.86,2,0
46,M,Urbana,Dependiente,23,4859.2,728.0,4,0,32365,36,Comercial,Vehiculo,34493.37,398.29,59.85,2,0
35,M,Rural,Dependiente,20,4612.47,683.0,5,8,82353,6,Consumo,Vehiculo,101162.44,426.09,48.72,3,0
63,F,Urbana,Independiente,0,4510.6,593.0,4,8,2803,36,Comercial,Vehiculo,3401.38,414.87,37.77,2,0
35,M,Rural,Agricola,19,3589.83,737.0,5,2,125907,12,Agricola,Vehiculo,183359.83,412.61,59.17,0,1
19,M,Urbana,Dependiente,17,4631.95,793.0,3,0,140344,48,Comercial,Inmueble,51940.42,449.74,54.76,2,0
52,F,Urbana,Dependiente,2,3780.37,799.0,2,7,122345,36,Comercial,Vehiculo,87468.75,419.66,57.61,3,0
33,M,Urbana,Independiente,11,6560.62,741.0,4,7,106210,24,Agricola,Ninguna,92600.71,465.15,56.61,0,0
58,M,Rural,Dependiente,18,7093.24,742.0,0,8,28117,36,Comercial,Inmueble,18886.65,437.8,63.87,0,0
53,F,Urbana,Agricola,24,3878.33,575.0,3,5,8204,6,Consumo,Ninguna,5511.02,395.83,41.78,4,0
50,M,Urbana,Independiente,12,1868.05,620.0,1,8,63519,48,Comercial,Vehiculo,32480.72,468.35,43.23,3,0
21,F,Urbana,Dependiente,9,5008.24,665.0,5,9,51386,48,Comercial,Ninguna,65544.98,426.95,45.05,2,0
50,M,Urbana,Dependiente,14,4950.55,733.0,2,8,17486,24,Consumo,Vehiculo,24299.99,466.79,44.87,0,0
31,M,Urbana,Independiente,19,4668.34,626.0,2,3,146846,48,Consumo,Inmueble,58561.13,413.35,48.74,3,0
38,F,Rural,Dependiente,1,5352.72,652.0,5,4,104216,12,Comercial,Inmueble,50636.33,426.81,45.06,4,1
65,F,Urbana,Dependiente,18,6710.44,730.0,0,5,146445,48,Comercial,Ninguna,84080.46,430.8,40.86,1,0
37,M,Urbana,Agricola,2,5832.76,692.0,4,5,4691,60,Consumo,Inmueble,4272.49,415.8,42.75,1,0
25,F,Rural,Dependiente,13,5350.3,710.0,5,9,45445,24,Agricola,Vehiculo,56779.28,451.8,46.24,2,0
24,F,Rural,Independiente,6,5706.26,610.0,2,1,102368,48,Comercial,Vehiculo,39488.11,468.31,54.87,1,0
20,M,Urbana,Dependiente,7,4902.36,651.0,0,3,55564,36,Agricola,Vehiculo,59129.85,362.66,44.55,0,0
34,M,Urbana,Independiente,28,2987.29,638.0,0,8,88071,6,Consumo,Inmueble,42203.85,440.37,52.86,0,1
50,M,Rural,Dependiente,10,6820.73,680.0,1,6,138098,60,Agricola,Ninguna,202416.93,397.64,40.07,3,1
65,F,Rural,Comerciante,28,4664.13,641.0,0,8,15073,60,Agricola,Vehiculo,20778.55,355.18,28.81,2,0
29,F,Rural,Agricola,21,2986.5,629.0,3,5,139256,36,Comercial,Vehiculo,200458.93,432.93,47.2,3,0
68,F,Urbana,Dependiente,19,2695.23,691.0,2,6,2789,60,Consumo,Ninguna,1192.01,432.98,44.34,3,0
39,F,Urbana,Independiente,5,3031.52,850.0,3,8,31353,12,Comercial,Inmueble,27767.59,437.0,42.71,2,0
39,M,Rural,Dependiente,28,2527.67,733.0,0,3,27340,12,Consumo,Vehiculo,13623.41,429.28,42.01,3,0
63,F,Urbana,Independiente,10,5570.22,520.0,0,8,48343,6,Comercial,Inmueble,49330.49,441.88,43.75,1,0
47,M,Urbana,Agricola,16,4219.82,712.0,3,2,145758,6,Comercial,Ninguna,84435.71,404.92,42.08,4,0
55,F,Rural,Independiente,28,5741.61,634.0,1,7,126877,6,Consumo,Inmueble,155393.52,426.58,42.62,3,0
55,M,Urbana,Dependiente,9,6371.16,595.0,0,2,34027,6,Agricola,Inmueble,36504.27,437.45,39.85,0,0
62,M,Urbana,Agricola,23,5957.25,743.0,3,2,122192,48,Consumo,Vehiculo,120472.21,453.82,35.22,0,0
68,M,Urbana,Dependiente,16,5514.44,687.0,3,2,91095,60,Consumo,Vehiculo,117537.38,421.1,34.74,1,0
25,F,Urbana,Agricola,20,4960.05,850.0,2,8,131563,36,Consumo,Inmueble,118449.8,414.66,62.77,3,0
44,M,Urbana,Agricola,1,4195.42,670.0,1,9,114570,12,Consumo,Inmueble,71471.3,418.62,47.62,3,0
44,M,Rural,Dependiente,5,4302.17,660.0,4,2,27362,48,Consumo,Vehiculo,28589.09,390.16,57.15,2,0
51,F,Urbana,Dependiente,24,5434.98,788.0,3,5,8252,6,Agricola,Vehiculo,11952.82,439.24,46.93,3,0
38,M,Urbana,Agricola,4,2961.9,682.0,2,3,122918,24,Comercial,Inmueble,125547.37,383.57,47.13,3,0
47,F,Rural,Agricola,3,4413.78,585.0,4,1,16090,24,Comercial,Ninguna,16983.69,429.77,49.84,0,0
50,F,Urbana,Dependiente,29,3311.45,601.0,2,2,36110,36,Agricola,Vehiculo,51337.62,422.11,51.84,2,0
45,M,Urbana,Dependiente,1,6376.77,650.0,2,4,74627,12,Consumo,Inmueble,68532.22,381.23,40.52,3,0
64,M,Rural,Independiente,11,5647.29,739.0,5,9,53385,12,Agricola,Inmueble,79844.15,382.65,45.72,1,1
50,F,Rural,Dependiente,2,7919.93,794.0,1,3,6024,36,Agricola,Inmueble,2961.36,398.66,49.83,3,0
22,M,Urbana,Dependiente,5,3287.68,752.0,0,4,12441,6,Consumo,Ninguna,11749.88,411.4,36.4,2,0
65,F,Rural,Dependiente,23,3459.24,731.0,1,0,68825,6,Consumo,Inmueble,38230.98,457.01,55.78,1,1
36,F,Urbana,Dependiente,13,4592.0,779.0,4,3,117053,60,Consumo,Vehiculo,98791.75,417.23,54.38,1,1
21,F,Rural,Independiente,7,3339.27,736.0,5,9,77890,12,Consumo,Ninguna,39310.2,433.66,35.39,1,0
52,M,Urbana,Comerciante,20,5360.19,599.0,1,2,143363,12,Comercial,Vehiculo,81291.77,451.67,42.73,0,1
66,F,Rural,Agricola,20,4418.47,660.0,0,1,128434,12,Consumo,Inmueble,71018.87,446.83,48.63,0,0
34,M,Urbana,Dependiente,25,3718.35,634.0,1,6,117096,6,Comercial,Ninguna,80098.07,419.82,53.05,1,1
61,M,Urbana,Independiente,13,6240.17,794.0,1,9,10702,24,Consumo,Inmueble,4939.25,402.36,57.16,0,0
45,M,Urbana,Independiente,28,1540.66,594.0,1,8,99523,36,Agricola,Inmueble,126514.69,432.47,44.18,1,0
47,M,Urbana,Dependiente,2,5367.38,596.0,3,0,105711,36,Consumo,Ninguna,59706.71,402.86,62.03,1,0
46,F,Rural,Comerciante,15,3618.19,695.0,3,6,112895,48,Comercial,Inmueble,90302.77,465.37,47.71,4,0
63,M,Urbana,Independiente,14,5806.81,850.0,1,0,28762,48,Comercial,Inmueble,9182.8,441.69,46.66,0,0
23,F,Urbana,Comerciante,6,6190.01,746.0,0,4,135311,24,Consumo,Ninguna,57623.25,425.22,51.37,4,0
52,F,Urbana,Independiente,14,857.84,774.0,0,0,13567,12,Consumo,Ninguna,18661.77,432.82,49.86,1,1
58,M,Urbana,Independiente,12,4161.4,580.0,0,2,86737,24,Consumo,Vehiculo,113156.42,424.46,49.53,1,0
54,F,Rural,Dependiente,5,4593.11,740.0,0,7,7857,48,Agricola,Vehiculo,10285.65,410.79,59.98,4,0
41,F,Rural,Independiente,14,727.46,580.0,5,3,66603,60,Agricola,Inmueble,52857.75,432.47,49.48,2,0
46,M,Urbana,Dependiente,16,4864.4,746.0,5,0,76399,48,Agricola,Vehiculo,35895.07,413.93,42.09,1,0
66,F,Rural,Agricola,3,3655.12,539.0,2,0,59086,36,Agricola,Inmueble,25375.87,468.42,42.96,0,1
63,F,Rural,Agricola,21,2570.84,649.0,1,7,90145,24,Comercial,Inmueble,92553.97,402.68,56.84,3,0
48,F,Urbana,Agricola,26,3459.22,495.0,1,7,33270,6,Consumo,Vehiculo,43045.79,432.72,52.1,3,0
52,F,Urbana,Agricola,21,3182.7,600.0,2,3,121071,48,Comercial,Vehiculo,167094.61,400.43,38.66,3,0
50,M,Rural,Agricola,26,3586.63,552.0,0,3,3012,36,Consumo,Vehiculo,1947.19,400.17,38.37,4,0
69,F,Urbana,Dependiente,13,4796.2,739.0,4,9,60049,12,Comercial,Vehiculo,41147.49,375.35,48.15,1,1
38,F,Rural,Independiente,14,6069.99,688.0,4,1,85989,24,Comercial,Vehiculo,36205.84,430.29,51.7,2,0
49,F,Urbana,Agricola,27,4375.46,638.0,2,1,90586,48,Agricola,Ninguna,111356.62,406.69,43.93,0,0
40,F,Urbana,Independiente,11,6264.41,691.0,4,5,40080,6,Consumo,Ninguna,25283.6,447.08,37.92,3,0
50,M,Urbana,Agricola,18,2826.47,605.0,3,7,57879,48,Consumo,Ninguna,50766.56,430.33,41.25,3,0
20,F,Urbana,Dependiente,21,4744.62,709.0,1,6,66888,6,Comercial,Inmueble,94624.9,423.71,57.87,0,0
35,M,Rural,Dependiente,27,7870.58,673.0,4,6,116951,24,Comercial,Ninguna,140652.16,384.74,50.98,3,0
42,F,Urbana,Comerciante,9,1955.1,850.0,5,2,38146,60,Agricola,Ninguna,13857.89,434.62,54.0,4,0
59,M,Urbana,Independiente,5,1893.99,827.0,5,1,117293,6,Consumo,Vehiculo,36335.67,403.45,54.99,1,0
48,M,Rural,Dependiente,27,6547.95,765.0,3,9,94948,6,Consumo,Ninguna,118199.77,384.18,44.24,1,0
20,M,Urbana,Agricola,24,4852.84,706.0,1,6,37166,36,Comercial,Ninguna,35790.87,430.76,45.76,2,0
57,M,Urbana,Comerciante,8,3537.6,718.0,3,3,120239,60,Agricola,Vehiculo,140006.45,388.54,46.99,4,0
63,M,Rural,Dependiente,1,2692.52,792.0,1,0,135078,24,Agricola,Vehiculo,65942.16,367.72,50.5,2,0
41,F,Rural,Agricola,3,4442.42,706.0,1,0,133076,48,Agricola,Ninguna,179181.17,452.43,54.54,3,0
67,F,Urbana,Comerciante,8,4713.73,711.0,4,3,138039,60,Agricola,Vehiculo,169510.51,405.98,59.22,1,0
49,F,Urbana,Comerciante,14,4721.64,628.0,5,4,19879,12,Agricola,Vehiculo,27214.48,376.39,52.89,2,0
64,M,Urbana,Comerciante,29,2676.88,618.0,2,4,3261,24,Agricola,Vehiculo,2313.08,395.94,52.93,2,0
39,F,Urbana,Independiente,12,3960.88,670.0,4,0,33323,60,Comercial,Inmueble,21021.69,401.97,59.56,4,0
40,M,Urbana,Dependiente,19,3591.07,445.0,0,2,36864,24,Comercial,Ninguna,17771.31,448.61,46.77,3,0
19,M,Urbana,Dependiente,7,5534.31,677.0,3,5,8927,12,Comercial,Vehiculo,12641.58,378.43,55.13,0,0
44,F,Urbana,Dependiente,25,2771.28,658.0,0,9,83256,48,Comercial,Inmueble,42643.31,386.53,51.47,4,0
59,F,Urbana,Independiente,27,4621.64,759.0,1,6,85903,36,Comercial,Inmueble,38070.55,444.51,51.69,4,0
19,M,Urbana,Dependiente,18,8714.76,790.0,4,0,122686,60,Comercial,Inmueble,65172.5,408.76,46.71,3,0
43,M,Urbana,Dependiente,18,2662.03,850.0,0,7,55150,48,Comercial,Vehiculo,67595.04,425.7,39.63,0,0
34,F,Rural,Dependiente,24,3304.38,732.0,0,3,108167,12,Consumo,Vehiculo,147911.35,407.73,50.07,4,0
57,F,Rural,Dependiente,15,4349.82,694.0,5,8,14056,48,Consumo,Vehiculo,17894.64,470.51,50.09,2,0
50,F,Urbana,Agricola,10,500.0,629.0,0,5,142934,24,Comercial,Inmueble,139487.33,387.76,44.55,2,0
26,F,Urbana,Dependiente,9,2217.08,586.0,5,0,11798,36,Agricola,Inmueble,17610.42,427.05,47.42,2,0
60,M,Urbana,Independiente,7,4997.11,762.0,5,1,107491,6,Consumo,Vehiculo,41128.73,457.57,42.71,2,0
65,F,Urbana,Independiente,0,4218.93,678.0,1,2,52747,60,Consumo,Ninguna,70714.21,410.63,42.76,0,0
56,F,Urbana,Dependiente,9,6187.53,718.0,5,1,36738,48,Agricola,Vehiculo,29877.42,401.16,45.11,3,0
46,F,Urbana,Comerciante,29,4119.0,682.0,1,9,18227,6,Agricola,Ninguna,15422.72,439.18,40.03,3,0
59,M,Urbana,Independiente,17,3978.17,684.0,5,6,84800,36,Consumo,Inmueble,38424.06,445.1,44.5,0,0
43,M,Rural,Dependiente,2,3375.41,700.0,5,0,127531,6,Comercial,Ninguna,43375.79,400.0,52.28,3,0
52,M,Urbana,Dependiente,29,3951.45,718.0,1,8,60461,48,Consumo,Ninguna,41110.7,456.55,56.74,2,0
67,M,Urbana,Dependiente,10,2561.46,765.0,0,1,58848,12,Agricola,Inmueble,30002.14,421.28,60.45,0,0
42,F,Rural,Dependiente,17,4264.05,569.0,3,3,25685,60,Consumo,Ninguna,22602.97,432.72,45.6,2,0
41,M,Urbana,Dependiente,2,2945.99,733.0,4,7,92517,24,Agricola,Ninguna,44111.79,457.21,55.2,3,0
30,F,Urbana,Independiente,7,2562.78,564.0,4,2,120180,24,Comercial,Vehiculo,55945.39,439.22,50.02,4,1
24,F,Urbana,Comerciante,26,3476.87,743.0,1,8,4480,60,Consumo,Vehiculo,6058.64,419.99,46.58,0,0
53,F,Urbana,Agricola,26,5221.84,709.0,0,6,16860,6,Agricola,Vehiculo,23697.63,403.21,50.41,1,0
62,F,Rural,Dependiente,27,4727.61,673.0,3,9,69578,24,Agricola,Vehiculo,101379.28,487.71,54.61,1,0
37,M,Urbana,Dependiente,13,5568.17,677.0,2,2,58230,60,Consumo,Ninguna,65019.79,400.27,45.01,2,0
18,M,Urbana,Independiente,5,3022.82,692.0,1,2,58026,60,Agricola,Vehiculo,71094.6,427.95,44.87,3,0
25,M,Urbana,Dependiente,14,4478.89,778.0,2,4,7564,24,Agricola,Vehiculo,9855.45,432.75,45.54,2,0
63,F,Urbana,Dependiente,13,7222.87,770.0,4,4,21012,12,Comercial,Inmueble,22917.92,433.93,44.24,1,0
33,F,Rural,Agricola,6,6736.02,760.0,4,9,55169,6,Comercial,Vehiculo,38413.72,473.2,55.19,0,0
31,F,Rural,Dependiente,9,2460.58,559.0,3,4,27341,12,Consumo,Vehiculo,13333.23,421.19,43.42,2,0
29,F,Urbana,Agricola,14,2886.55,732.0,3,8,47841,12,Consumo,Vehiculo,27973.97,417.62,44.47,3,1
68,F,Urbana,Dependiente,28,7215.95,464.0,2,8,93584,36,Comercial,Ninguna,122454.37,458.81,49.87,1,1
40,M,Urbana,Comerciante,9,5222.48,488.0,4,5,44335,6,Comercial,Ninguna,50334.27,416.6,49.38,0,0
